,loannumber,loanamount,totaldue,termdays
8a858e345bd96da8015be3ddca8f4af8,5,20000,24500,30
8a858e3a54e33702015516e3d21a3f08,11,40000,44000,30
8a858e3e5b3ee747015b3fd9dd5a1bd5,2,10000,13000,30
8a858e5555780ea00155876191b967d5,2,10000,13000,30
8a858e5e5d51031d015d513ff3b9267f,2,10000,13000,30
8a858e655cd0642d015cd4f7cc5a1bfe,3,10000,13000,30
8a858e6c5c88d145015c9b807b4d20d6,2,10000,11500,15
8a858e705668e167015673bfd9d25042,15,60000,65400,60
8a858e7c588604a40158a4fb616a3a9a,2,10000,13000,30
8a858e885b68546c015b736088184034,3,10000,13000,30
8a858e8e5ca1f1a8015ca6ccb89a4291,2,10000,13000,30
8a858e955add2971015ae7ef19787097,5,20000,22250,15
8a858e9b5bcf8546015bcff969fd0f8f,4,20000,24500,30
8a858ea55ab92cff015ac0bca23f7dc2,3,10000,11500,15
8a858eb35bd420f1015bd7e6ede02345,3,10000,13000,30
8a858ec9590ad35d0159440bfe67201a,6,10000,11500,15
8a858eda552adcc201554bd30a8b7730,2,10000,13000,30
8a858ee25b874ecc015b88b064453ef7,3,10000,11500,15
8a858ef45bcf0c76015bd27a6eed6adc,4,20000,24500,30
8a858f035ac15096015ac6ca9b3e0879,5,20000,24500,30
8a858f0656b7820c0156c88a1adb38b0,7,30000,36000,60
8a858e045cd5b1d6015ce4c1eb434643,2,10000,13000,30
8a858e0d59bbb9050159c1f9f1d667ec,5,20000,24500,30
8a858e185b4923b4015b536354895cae,7,30000,39000,60
8a858e215afc0662015aff1f28b91c4d,5,20000,24500,30
8a858e255b910db1015b9762d6b73292,4,20000,22250,15
8a858e3654e2a824015500c98d76622f,11,40000,44000,30
8a858e3c585373380158693fa8522fdd,16,40000,44000,30
8a858e51584a1fc70158595f611e49e6,8,30000,39000,60
8a858e5b5bd99460015bd9ffce041c51,4,15000,16687.5,15
8a858e675c3fe0a1015c4df608682d94,3,10000,11500,15
8a858e6a5cc6b1aa015cc9618265495f,2,10000,11500,15
8a858e705668e167015673997f4643f3,4,10000,13000,30
8a858e7a56e509290156e53d504f1069,2,10000,13000,30
8a858e8d56b784480156bc6edb9004d9,15,30000,33000,30
8a858ea555d9e6020155f237d9231a38,2,10000,13000,30
8a858ec6560bc098015613ffe8fc317e,9,30000,34500,30
8a858ece5862630201586bddffed6e88,10,30000,34500,30
8a858edb552adcfd015548d747e725f7,10,30000,34500,30
8a858ee05989e8dc01598a1083fa036e,3,10000,13000,30
8a858ee758a4dfbc0158ab94693037fd,10,15000,17250,30
8a858eff55a090650155c536388d2f1b,8,20000,24500,30
8a858f0656b7820c0156bd08609f17a2,8,30000,34500,30
8a858f0c5af0a753015af0b5ebe3098b,3,10000,13000,30
8a858f1358b9f0740158ce1285e272cc,8,10000,11500,15
8a858f1955b1c4df0155d0562e6826b5,4,10000,13000,30
8a858f255cb1710a015cb56393f60d1b,2,10000,13000,30
8a858f2c59bc3fdd0159c76784c60d73,9,30000,34500,30
8a858f305c8dd672015c91230d566c0e,2,10000,13000,30
8a858f355ac88945015aca084ee050c2,6,30000,39000,60
8a858f3b5c1c5a08015c1f69e3786a85,3,10000,13000,30
8a858f465668e3d601566dfe49be619d,10,25000,27500,30
8a858f4d5b809e68015b813974bc5538,5,10000,11500,15
8a858f5659bc0eea0159c14345343398,7,30000,39000,60
8a858f61560bc0e501561316091908f7,9,40000,44000,30
8a858f6c570f2d66015712e38a287de4,9,40000,48000,60
8a858f7d5578012a01557ea194d94948,27,60000,65400,60
8a858f8a5acc54f5015acc5609080063,3,10000,13000,30
8a858f935760a618015770289121231f,8,10000,11125,15
8a858f975c4582c4015c4e9e717d6f6b,2,10000,11500,15
8a858f9c56aaf37d0156b75f67c33f9b,12,30000,34500,30
8a858fa3551e78cb015529b4a6b34007,12,40000,44000,30
8a858fae57a00f390157ab0ad5915819,5,15000,16687.5,15
8a858fb1563219690156352b4da842e8,3,10000,13000,30
8a858fb95aa3c328015aa41ffd3336d5,6,20000,24500,30
8a858fc15cd06c32015cd1ed477b4cb7,2,10000,13000,30
8a858fc65c7e0e55015c7e2d1b3e10f1,2,10000,13000,30
8a858fcd56b9f22c0156c2f2074c3bed,15,50000,52500,30
8a858fda56562f8f01566548972d1c9c,3,10000,11500,15
8a858fe55b869107015b86d3071740d2,5,20000,24500,30
8a858ff45be92ea2015be98c51742d1f,3,10000,11500,15
8a858fff5a28d297015a33bc2e845305,7,30000,39000,60
8a858e5d5bf3454f015bf674714d1844,2,10000,13000,30
8a858e635bd8fe1e015bd96654063492,3,10000,13000,30
8a858e6f5668e01701566b0916350fbd,14,40000,44000,30
8a858e705668e16701568ce4c9c06918,8,40000,48000,60
8a858e7c588604a40158a75735995afa,8,20000,23000,30
8a858e875cfa37f5015cfce9bc3a3abb,2,10000,11500,15
8a858e955add2971015ae0db3b3a00cf,5,20000,24500,30
8a858e9f5b8a8db1015b8a91d6a3058c,4,10000,13000,30
8a858eb95b8c2f6e015b8cb299b128a0,5,20000,24500,30
8a858ec9590ad35d01592fc002540aa9,5,10000,13000,30
8a858ece5cd05041015cd3c532892d4d,2,10000,13000,30
8a858ed6557802d20155781a66d80cbc,17,40000,44000,30
8a858edf5c69a538015c78ef1f506bd2,2,10000,13000,30
8a858ef05c63d3b5015c6586a32e0c77,2,10000,13000,30
8a858f085b905684015b9076e3041e25,4,20000,24500,30
8a858f1554e29449015500bf86eb0ecd,7,20000,24500,30
8a858f1959d168260159d213daf93761,8,30000,34500,30
8a858f255cb1710a015cc4fa170b7538,2,10000,13000,30
8a858f2c58dc6e680158ee00f462655f,2,10000,13000,30
8a858f405d13c45f015d14c5b53c5668,2,10000,13000,30
8a858f475be98d5f015bebddca3c5216,2,10000,13000,30
8a858f4e5ba5e8d3015baa225ee45742,4,20000,24500,30
8a858f545908094b0159148a350904a2,8,30000,34500,30
8a858f5e5992fa95015994d38cc67941,8,30000,39000,60
8a858f61587afbaf01587c8b719c1a6e,12,40000,44000,30
8a858f685acd5951015acd609d0803c4,4,20000,24500,30
8a858f725b49c0c0015b4f7c165e4827,7,30000,34500,30
8a858f7c5c58ff48015c5905513601e3,2,10000,13000,30
8a858f915cf8c38b015cf8c63c4800f6,2,10000,13000,30
8a858f9a564355590156461a0da77401,11,40000,44000,30
8a858fa057e2a0a50157e2a506a70353,2,10000,11500,15
8a858fa25c120898015c15cdcecb5495,3,10000,13000,30
8a858fa95b631878015b662ca5b446cf,7,30000,34500,30
8a858fb05d2d03c8015d2e23db9d1560,2,10000,11500,15
8a858fba5cd5feee015cdb7d7d574f0f,2,10000,13000,30
8a858fc15b68ba6a015b6cdb644f7cea,5,10000,11500,15
8a858fc959cbd1500159cd3bbcf57a04,10,25000,27500,30
8a858fcf558237b401558b07734101d6,10,20000,21000,15
8a858fde5668e055015669d952634806,13,50000,52500,30
8a858fe756939bbb0156a065ee3426d1,9,30000,39000,60
8a858ffb5b350b52015b3805c56a68d3,3,10000,13000,30
8a6a96044539adf801453c576ed213c4,16,20000,21000,15
8a85884e548fad6501549b2ac62a44c6,5,30000,34500,30
8a8588dc5384a05f01539af1485135ae,12,40000,44000,30
8a858f9d5bd44001015bd4cd7c343311,3,10000,13000,30
8a858fa257d8223c0157e3c2a5e45d82,6,20000,22250,15
8a858fa4552add9f01553b45e3de1ac4,13,40000,44000,30
8a858fab5bfd307b015bfd4d5b96114d,5,20000,22250,15
8a858fb45bb59c21015bbb7beff83c2d,3,10000,13000,30
8a858fba5cd5feee015ce4cfd02f62d8,2,10000,13000,30
8a858fc75cd62882015ce8c205ed5e94,2,10000,11500,15
8a858fd458639fcc01586c3e51e93ef7,10,30000,34500,30
8a858fdd5d3268a5015d35c511010ad6,2,10000,11500,15
8a858fe55b013a0b015b066bda6811b0,4,20000,24500,30
8a858fee5c795f65015c79b29a141935,2,10000,13000,30
8a858ff9580b8812015820412a203a63,11,30000,34500,30
8a858ffd5c8d343d015c9108df9833cc,2,10000,13000,30
8a85882653bc51f50153cc4e2899446b,7,20000,24500,30
8a85889953a91b8d0153ade2f64458e1,9,40000,48000,60
8a8588f35438fe1201544cc7b44c5650,2,10000,13000,30
8a8589045384bd8301539aa56b0d7404,6,20000,24500,30
8a858966538deb19015392224ebd20b4,8,30000,34500,30
8a8589a7545186b1015472f76aed2246,10,30000,34500,30
8a858e0d58625b410158641fcfec1b72,10,40000,44000,30
8a858e165a47b2fd015a4aff578837c6,6,30000,34500,30
8a858e215c7de5f2015c81ce4f5e4902,2,10000,13000,30
8a858e2a5cc5bf8f015cc61d74712929,2,10000,11500,15
8a858e345bece94d015becf4b91c0882,3,10000,13000,30
8a858e3d5c3b5122015c40325bfd5806,3,10000,13000,30
8a858e4c5a715421015a7abbfbbd786f,6,10000,11500,15
8a858e575bf80f73015bf94be93b55ce,3,10000,13000,30
8a858e5f5a4d0511015a522ef53b26b4,2,10000,13000,30
8a858e675b00c831015b01842e5f58e7,4,20000,24500,30
8a858e6a5c829229015c8301076c4187,2,10000,13000,30
8a858e6f5cd5e874015ce590db62623e,2,10000,13000,30
8a858e735c5a4bed015c5d3b38ae514f,3,10000,11500,15
8a858e7d5b8b0b92015b8b3728e92482,4,20000,24500,30
8a858e8a5c1c14b8015c208efaab73e4,2,10000,13000,30
8a858eac5ad81473015ad82f9d060702,7,30000,34500,30
8a858eb45876dcc5015881a631eb3e07,4,10000,11500,15
8a858eba5b681df4015b7b63e6ed6a23,4,10000,11500,15
8a858ede5ca210f0015ca6ed01914144,2,10000,13000,30
8a858ee55cb156e6015cc1111a7b6f79,2,10000,13000,30
8a858eed5a476a3c015a47c534cb305d,6,10000,11125,15
8a858f0056b7cf8e0156bb2a7ff97987,5,30000,34500,30
8a858f0d5a859ac0015a868626a85d8c,5,20000,22250,15
8a858f185d2cf38e015d2d3ab4542892,2,10000,13000,30
8a858f2e5b81c373015b81c373e60000,5,20000,24500,30
8a8588fd53f1099e01540eeac7633d4c,9,10000,10750,15
8a85895054be35160154c4ecf44a240c,15,50000,57500,90
8a85896653f0fed20153f9e6f6f27315,15,25000,27500,30
8a8589c253ace09b0153b2009e002cba,13,40000,48000,60
8a858e0a5668e69c01567a390d716175,5,15000,18375,30
8a858e0f5577f57901558109093f578c,11,20000,23000,30
8a858e165b90faf9015b95d2b5031316,2,10000,11500,15
8a858e215ca77c7f015caa601f6e5976,2,10000,13000,30
8a858e275b349e25015b34d29ff23232,4,20000,24500,30
8a858e345be813ea015bea87369b2395,3,20000,24500,30
8a858e395cb1d4d9015cbf845d616275,2,10000,13000,30
8a858e445ca25ee3015ca2d9d82b2276,2,10000,13000,30
8a858e5856b7840c0156bbd64c3e3d2f,6,15000,16125,15
8a858e5b5ca767e1015ca8a7c45543d6,2,10000,13000,30
8a858e6656322b0f015643271cc23836,4,20000,24500,30
8a858e6a5bfd4b54015c0c3c5d021c4c,2,10000,13000,30
8a858e6f5668e01701566fdae56a620c,11,30000,34500,30
8a858e705cb15527015cbfedf6807c3c,2,10000,11500,15
8a858e885b68546c015b7ea654f32b1d,2,10000,13000,30
8a858e935b496584015b5791626f24f8,2,10000,13000,30
8a858ea35c7ce42e015c7d14e11519d1,3,20000,24500,30
8a858eaf570f3a0a01571e1288e00047,8,30000,39000,60
8a858eb75c21a2b9015c303f610106b3,2,10000,13000,30
8a858ec75bfd77c4015c00bdf0a967b1,3,10000,11500,15
8a858edb552adcfd01553aaa3b64672b,7,10000,13000,30
8a858ee0560bc07701560f6f3ba9095e,4,10000,12250,30
8a858ee75a191ef8015a19ffa6b762f0,2,10000,11500,15
8a858f0b5b5ddd79015b6151e45702f7,5,20000,24500,30
8a858f155554552501555e01e57a0269,9,30000,39000,60
8a858f1e5cef1d91015cf37f17052b7b,2,10000,13000,30
8a858f295c8d307f015c9b4d5c570061,2,10000,13000,30
8a858f30551130db01552650061e4aa6,10,10000,12250,30
8a858f375b493337015b4c804080216e,5,20000,24000,30
8a858f4655ca643c0155d12f9e3b0e69,2,10000,13000,30
8a858f535d325481015d33eac1d95f6e,2,10000,13000,30
8a858f5e5992fa95015993bf8b2f5694,7,10000,11500,30
8a858f625b43c0a1015b43eff5df430b,5,20000,24500,30
8a858f7b5ca7abe3015ca80dffa2183e,2,10000,13000,30
8a858f7e5c69a6e3015c7511442d2420,2,10000,11500,15
8a858f8a558227f201558b6beb697cd8,13,30000,34500,30
8a858f965c6950da015c78a9a70335f9,2,10000,13000,30
8a858f9d5a8a79c5015a8b3826dd595e,3,10000,13000,30
8a858fa25bd92c20015be332daa35ecf,4,20000,22250,15
8a858fa55b623a05015b623bb10001c6,8,30000,34500,30
8a858faf5679a838015682738f813968,10,30000,34500,30
8a858fc15b68ba6a015b7fa8a4f61664,4,20000,24500,30
8a858fd35b3ec939015b3ee758bd2cca,8,30000,39000,60
8a858fd95c3b5bca015c405b7f697168,2,10000,11500,15
8a858fe45cd62cbf015cda05b84a7a6e,2,10000,13000,30
8a858fe854ccb9610154cda3930e3ed2,9,10000,13000,30
8a858f3d5d18c7d7015d1991deb638b7,2,10000,11500,15
8a858f495beda5ee015bedc9ee591a30,3,10000,11500,15
8a858f54592214a001593aa497b31207,2,10000,13000,30
8a858f61560bc0e501561ce4bc1a17ee,11,40000,44000,30
8a858f6c5bf84cd0015bf87db8561411,2,10000,13000,30
8a858f7a58c218eb0158c43474d013a5,7,10000,13000,30
8a858f7d5cf9aef9015cfee1f3b171fd,2,10000,13000,30
8a858f92582fcca1015830e86df9601c,7,10000,13000,30
8a858f995c5fa060015c5faa880403a0,3,20000,22250,15
8a858f9d5bd44001015bd4808a431ecf,3,10000,13000,30
8a858fa25bd92c20015be258fc2f3a87,8,30000,34500,30
8a858fa459eecb2a0159eecbae2d0051,7,30000,34500,30
8a858fa95c695f85015c6dde5682348a,2,10000,13000,30
8a858fb45bb59c21015bba2f3ffe197d,4,20000,24500,30
8a858fcb5d605acc015d6081f2731909,2,10000,13000,30
8a858fd25c5a5bc7015c5a8126b60e47,2,10000,13000,30
8a858fde570a23dc01570a4cf5e81905,9,30000,34500,30
8a858ff25a617906015a6644377f536f,8,30000,34500,30
8a858ff9580b881201581a57953908dc,5,10000,11500,15
8a8189a552638e13015264cf62312966,2,10000,11500,15
8a85886e54101890015410e563b4325b,3,10000,13000,30
8a8588bd5369b66d01536e7b60501609,3,10000,13000,30
8a85893d53f104eb0153f65ccad80981,11,30000,33000,30
8a85896653e2e18b0153e56f2a852da4,11,20000,24500,30
8a8589b953bc23f70153c887b4b45c9a,13,40000,48000,60
8a8589f853f100fb01541386c815605e,10,40000,48000,60
8a858e0256b781d80156dfc0073a1c17,5,10000,12250,30
8a858e085cc5b826015cc60650982c6c,2,10000,11500,15
8a858e135cb22031015cbc509ff86d8f,2,10000,13000,30
8a858e235be813f6015be907ce7f4a8a,2,10000,13000,30
8a858e335d1dd902015d2c236db91aa3,2,10000,13000,30
8a858e3c585373380158541ec9ea2d9c,3,10000,13000,30
8a858e535bab293b015baedbcabf1287,4,10000,11500,15
8a858e5d5c7e25b4015c7fea66825cfe,2,10000,11500,15
8a858e6f5668e01701567005bb5972cf,3,10000,13000,30
8a858e705cb15527015cbfa764de55ec,2,10000,13000,30
8a858e935b57cc6a015b57df293c092c,4,20000,24500,30
8a858eb25b5d2e82015b5d51be422bfa,4,20000,24500,30
8a858eba5b681df4015b7ff8ae967c76,4,20000,24500,30
8a858ec3582a54e201582e07faf51f0d,3,10000,13000,30
8a858ec95afc0922015afc24b669093f,4,10000,13000,30
8a858eda5c8863ff015c8b96e5fd74d0,2,10000,13000,30
8a858edf594a45ed01597ad745966db1,8,30000,39000,60
8a858f225bfdb280015c108bf6f53281,2,10000,13000,30
8a858f2b5c7df62c015c7e2dc5641eb2,2,10000,13000,30
8a858f2f54e28d530155075d38ad2d84,2,10000,13000,30
8a858f365668e43901566e36f0ed06d3,6,10000,11500,15
8a858f405d13c45f015d13dd93ec0c1c,2,10000,13000,30
8a858f4e5ca72981015ca8ad2f9e5e4e,2,10000,13000,30
8a858f555cacacdf015caff7ce8b005a,2,10000,13000,30
8a858f585bfd6341015c00857bc907b6,5,20000,24500,30
8a858f60560bc43d01560f01835b4a41,16,20000,24500,30
8a858f665c45930d015c50e26935397d,3,10000,13000,30
8a858f725b49c0c0015b52a5f20b0ecd,2,10000,13000,30
8a858f865ceebc32015ceec592880a08,2,10000,13000,30
8a858f905c06a9c0015c0c987a4b6bf0,3,10000,13000,30
8a858f985bee01cb015bef3b586d68db,2,10000,13000,30
8a858f9f5bd99987015be272e251115c,3,10000,11500,15
8a858fa95b631878015b66433dee52c9,4,20000,24500,30
8a858fb25d84a543015d883e60493b62,2,10000,13000,30
8a858fc25bafabdc015bafed7f6021fa,2,10000,13000,30
8a858fc95ce99dd6015ced741b3773dd,2,10000,11500,15
8a858fcf5b39c3ba015b3c96e4a8646b,4,20000,24500,30
8a858fd35bed00ef015bed49a2552f67,2,10000,13000,30
8a858fe45a760203015a7f3dd68d6282,6,20000,24500,30
8a858fec5bd3dede015bd4099d5f1c53,2,10000,11500,15
8a858ff455a09f5a0155b73fe8244da7,2,10000,11500,15
8a858ffc5b1f07ee015b1f4c95a13b04,5,10000,12250,30
8a2ac4745091002b0150a144bcbe58b7,8,40000,48000,60
8a85882c546ba83501547619cd377b69,12,40000,48000,60
8a858900536a043401537e4c0ac5452a,12,30000,34500,30
8a85893d53e2e2f30153efcc6da71f5f,15,40000,44000,30
8a8589b0541e21e401542898549a1435,2,10000,13000,30
8a858e0156b782a10156beec8fb25d41,10,40000,48000,60
8a858e0e5b80bb4c015b81746a0f5481,5,20000,22250,15
8a858e145bf81459015bfc2992285a80,3,10000,13000,30
8a858e205c21d53a015c24dbb996327e,2,10000,13000,30
8a858e255557edfe01555f78e7df06dd,12,20000,23000,30
8a858e315cf48957015cf7f6197920b0,2,10000,11500,15
8a858e485cc0eed3015cc51b36f261d2,2,10000,13000,30
8a858e4e5c3502ab015c35362d7c1016,2,10000,11500,15
8a858e5b5c1a43c1015c1a8921c11694,3,10000,11500,15
8a858e645654fdc401565acc196e2946,5,30000,34500,30
8a858e69566ae5b801568cbd583768bb,8,30000,34500,30
8a858e6f5668e01701567479d1ae3320,17,40000,44000,30
8a85886e5410189001541480d8f83683,12,40000,44000,30
8a8588fd53e2e6cf0153ec45be7c1613,14,25000,27500,30
8a85898a53bc15600153c76831594bcc,12,40000,48000,60
8a8589b953bc23f70153c12ae7c852a9,15,50000,52500,30
8a858e0256b781d80156bd70d9d21225,11,30000,34500,30
8a858e085ca0b5e8015ca0bacc7e0208,2,10000,13000,30
8a858e0d5aa8e240015aa8fb5bc5165f,6,20000,24500,30
8a858e185b4923b4015b546070020159,3,10000,11500,15
8a858e1d5b2510b2015b2c76fe45726a,2,10000,13000,30
8a858e495cef1ef1015cf07cc48170e6,2,10000,13000,30
8a858e595b42b641015b42bed45707ec,5,20000,24500,30
8a858e675b00c831015b04414db70f3f,4,10000,12250,30
8a858e71570f2c6b01571b8a24c8492f,7,30000,34500,30
8a858e7d5b8b0b92015b8b1efc3b15ee,4,20000,24500,30
8a858e885c9c6f96015ca0d192e11f85,2,10000,11500,15
8a858e905d41e83b015d4657f3cd0dbc,2,10000,13000,30
8a858e9e579558b6015795d6a68f473c,12,20000,24500,30
8a858ea75cef5535015cefde9da1490e,2,10000,11500,15
8a858eae5c356262015c35894b181c1b,2,10000,13000,30
8a858eb95591bf00015596ab2eb11f5e,5,30000,34500,30
8a858ec65cc6352b015ccb2155a51d35,2,10000,13000,30
8a858ed359fe43b10159fe9d723f243d,8,30000,34500,30
8a858edd5c35be80015c39a17bd01f8a,3,10000,13000,30
8a858ee25b34d796015b38a410286d92,4,20000,24500,30
8a858ee755a0c84a0155a8265e0e2b10,2,10000,11500,15
8a858ef258d4a48b0158d59498152dd8,10,30000,33999.9,30
8a858f1955b1c4df0155bfb72f593c8d,3,10000,13000,30
8a858f295c829b43015c82d057832585,2,10000,13000,30
8a858f2f54e28d530155057d6c2129e1,5,10000,13000,30
8a858f335cd0c78e015cd3f1dc417e7a,2,10000,13000,30
8a858f3e5885ffa301588ee171d761d8,8,10000,12250,30
8a858f465668e3d601567b8eb1df4da6,9,30000,34500,30
8a858f4f5511dca201551d3b601d7be8,6,30000,34500,30
8a858f5659cb44e30159cc84750858ab,5,20000,24500,30
8a858f5e5bedf32a015bee35cb9622df,6,20000,22250,15
8a858f745b4891fd015b48b63bcd3269,3,10000,13000,30
8a858f955cc6631f015cc9eb86fe4679,2,10000,11500,15
8a858f9c56aaf37d0156b2634ad322c5,11,20000,22250,15
8a858fa358f8275101590297dbea5636,8,20000,24500,30
8a858fad5bf85d5e015bfbf379a84604,4,20000,24500,30
8a858fb557330de10157394d041943fb,8,30000,39000,60
8a858fbd59978ae4015998515de038de,5,20000,24500,30
8a858fc55bf27347015bf2a538491b80,3,10000,13000,30
8a858fd05cc58b2e015cc59e44600b9a,2,10000,11500,15
8a858fd85507735701551173e8c225b2,10,30000,39000,60
8a858e8457f7a42a0157fae7238c3d4c,3,10000,13000,30
8a858e885c87dee5015c884e7dc03958,3,10000,13000,30
8a858e945bee08de015bf07771ce6245,5,20000,24500,30
8a858e985b1de32c015b1e5ea0ae3435,2,10000,11500,15
8a858ea25bf369e4015bf67bb90f02aa,2,10000,13000,30
8a858eb858b1a6d20158bd0786483394,4,10000,12250,30
8a858ec25a422913015a426c5d902a9c,4,10000,12250,30
8a858ec9590ad35d01594951f86d3fd1,2,10000,13000,30
8a858ece5b0142e3015b067c026713e3,3,10000,13000,30
8a858edb5bd936e4015bddece62633a1,2,10000,13000,30
8a858ee45b39aa80015b3b3933c2121e,9,30000,34500,30
8a858ee758b4c54a0158d307cc1d21ef,13,40000,44000,30
8a858ef4598857710159898caf3b44f8,3,10000,13000,30
8a858f045bab240c015bafd0d39709a7,5,20000,22250,15
8a858f085bcf44be015bd30eaa241e6e,4,20000,24500,30
8a858f11594a3880015950e1221977d6,5,10000,13000,30
8a858f185c884965015c88a2cf95321c,2,10000,13000,30
8a858f225bfdb280015bfdf8f4f91911,2,10000,11500,15
8a858f295c8d307f015c90c20c5258ee,2,10000,13000,30
8a858f2e5cd09481015cd3ac00ff7cdc,2,10000,13000,30
8a858f365c83961c015c87a053cb5b39,2,10000,13000,30
8a858f475bceed0d015bd029e52a6ff6,3,10000,13000,30
8a858f57599e93060159a31ec1f63871,2,10000,13000,30
8a858f665d5b785d015d5f33bf515574,2,10000,13000,30
8a858f6f5b3f095b015b42c2106b08a5,2,10000,11500,15
8a858f885aeb097f015aeb7643ca53f3,3,10000,13000,30
8a858f965c6950da015c7b2cefaf445f,2,10000,13000,30
8a858f9a56435559015648a1594a0008,6,10000,11500,30
8a858fa057e2a0a50157e7650d8903fb,10,30000,34500,30
8a858fa5552add5d015549642f1b4d49,15,40000,48000,60
8a858fab5a83f26a015a847501d65abb,5,20000,24500,30
8a858fbd59b080790159b0afab650fed,8,10000,11500,15
8a858fc45c5f93be015c5fd6a7c91478,3,10000,11500,15
8a858fca5c830943015c86ee73095c82,2,10000,13000,30
8a858fce5bf8129c015bf8c5b6694438,3,10000,13000,30
8a858fd45a4260bc015a461db91a3615,5,20000,24500,30
8a858fd95c3b5bca015c3bd6c30d2102,3,10000,13000,30
8a858fde580afd48015818eda53830c8,11,20000,22250,15
8a858fed5a27f0a4015a2815a51516ae,3,10000,11500,15
8a858ffa55ca72a50155d192af9e2c0b,20,40000,48000,60
8a85882653e2eb990153f0f8a8520c4b,8,25000,27500,30
8a8588ae53f1cb7c015414160f0175bc,8,40000,44000,30
8a8588f853b1b2d40153b54512b22405,2,10000,13000,30
8a858953548fb0c0015497256a1f4a6d,8,20000,22000,30
8a8589b953d0be470153e043e57e2d79,21,50000,52500,30
8a858feb5bfcf5e3015bfd3379fc27e0,2,10000,11500,15
8a858ffd5c8d343d015c9ba2141c1da9,2,10000,13000,30
8a8588235384a58d01538abf515f2c2b,11,30000,34500,30
8a85892854a059ed0154a763515d5c43,15,50000,52500,30
8a8589f853f100fb01541090709d2184,4,10000,11500,15
8a858e045cd5b1d6015cd5e4a7971699,2,10000,13000,30
8a858e135c7e2eec015c81cb9dc02458,2,10000,13000,30
8a858e1d5cd58f9e015ce610e19f13f4,2,10000,11500,15
8a858e245c214660015c31e74aff1f94,2,10000,13000,30
8a858e345bd96da8015be7a730560324,3,10000,13000,30
8a858e3c5cac9fcc015cacdb715d1597,2,10000,11500,15
8a858e4357be1daf0157c96f4c915ef0,2,10000,11500,15
8a858e4b5cb1e4d7015cc28ac0be5d73,2,10000,13000,30
8a858e5856b7840c0156bb256d6e0e6a,8,20000,22000,30
8a858e6059e0a7080159ecaeb62460bb,10,30000,34500,30
8a858e655cd0642d015cd1acd55855cb,2,10000,11500,15
8a858e6c5c88d145015c8c304fd31930,2,10000,13000,30
8a858e6f5cd5e874015cd6f5634c39ad,2,10000,11500,15
8a858e8c5d37e319015d3a77a3b6530e,2,10000,13000,30
8a858e945631db2f01563c3b2f24285c,8,15000,17250,30
8a858ea4582fcdc80158436e031007b4,3,10000,11500,15
8a858eb35c5f4a42015c6371c0486a4d,2,10000,13000,30
8a858eba5c884d2a015c96f9eed0608d,2,10000,11500,15
8a858ec655f96b320156047265df266d,11,20000,21000,15
8a858ed35aec4221015aef98c80b776d,6,10000,11125,15
8a858edb5a70bfe0015a74c641dc0122,4,20000,24500,30
8a858ee05a6b7d75015a6eda09eb0502,9,30000,34500,30
8a858ee75afc09f4015aff3cdad86a6f,4,10000,13000,30
8a858ef255c55fd60155c738de611535,14,30000,34500,30
8a858f0455d9feaf0155f787fdf02e2c,7,20000,24500,30
8a858f085a477386015a4a4e163019b5,5,30000,34500,30
8a858f0c5cc68025015cc78ad9fb348a,2,10000,11500,15
8a858f1a5b66e6d6015b670a7f721f33,4,20000,24500,30
8a858f255cb1710a015cc4e5d1cf69b5,2,10000,13000,30
8a858f3355ae6a610155b576b37d7dbb,12,40000,44000,30
8a858f3d5add42e2015ae06ea7645399,6,20000,24500,30
8a858f415ba54724015ba9b1afa11ea1,3,10000,11125,15
8a858f4c5bd8c7b2015bd902087b273c,3,10000,13000,30
8a858f565b683b56015b70b951992639,6,30000,33999.9,30
8a858f61560bc0e501561be28ee203dc,10,40000,48000,60
8a858f6d59d116420159d25fddf45982,7,30000,39000,60
8a858f78550ba10401551c0bf2121570,16,25000,27500,30
8a858f8d56e0c3a70156fc952cf77e8c,13,10000,11500,15
8a858ff15b8b0352015b8b110e0013a0,6,20000,24500,30
8a858ffa55ca72a50155ccf1d5e068d4,3,10000,13000,30
8a85882653bc51f50153cb3de65e73d0,12,30000,34500,30
8a8588ae53f1cb7c01540e8cf9f66b81,2,10000,11500,15
8a8588f754a058cb0154b12e44351523,5,10000,11500,15
8a85893d53e284930153e2a00c3303a4,7,20000,24500,30
8a858966538deb190153a7e5cb937e06,6,40000,48000,60
8a85898a53bc15600153cac0a9e906a3,19,40000,48000,60
8a8589f853f100fb01540b7bf8102d1f,15,20000,23000,30
8a858e0458d4ac3d0158e7fee4351588,5,20000,24500,30
8a858e0d59b23c720159b3a2d9a054bb,6,30000,34500,30
8a858e1d5cd58f9e015cd91cdee408ca,2,10000,11500,15
8a858e235bd971a4015be80845bb2119,4,20000,24500,30
8a858e355908083001591d1c3e4b02db,12,40000,44000,30
8a858e495bf8527e015bfc8aea892236,3,10000,13000,30
8a858e5357d823010157d845e8f71dcd,7,10000,11500,15
8a858e5e57adcb8e0157ae03888418ff,2,10000,13000,30
8a858e645755e622015763380e322ea2,2,10000,11500,15
8a858e6f5668e01701568f255f051ac4,14,50000,55000,60
8a858e7855113fb701551a79202d4dff,10,10000,13000,30
8a858e885c63d379015c73e47f8c08d7,3,10000,13000,30
8a858e985ccb51e8015ccbeabb873fae,2,10000,13000,30
